station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
MKE,2025-01-03 16:30,18.00,6.00,58.79,300.00,15.00,T,30.21,M,9.00,M,BKN,BKN,M,M,2200.00,10000.00,M,M,M,M,M,M,M,M,M,2.63,KMKE 031630Z 30015KT 9SM BKN022 BKN100 M08/M14 A3021 RMK AO2 SNE30 P0000 T10781144,M
MKE,2025-01-03 16:52,18.00,6.00,58.79,300.00,14.00,T,30.21,1024.40,10.00,22.00,BKN,BKN,M,M,2400.00,10000.00,M,M,M,M,M,M,M,M,M,3.12,KMKE 031652Z 30014G22KT 10SM BKN024 BKN100 M08/M14 A3021 RMK AO2 SNE30 SLP244 P0000 T10781144,M
MKE,2025-01-03 17:24,18.00,6.00,58.79,310.00,14.00,T,30.22,M,10.00,21.00,BKN,M,M,M,2300.00,M,M,M,-SN,M,M,M,M,M,M,3.12,KMKE 031724Z 31014G21KT 10SM -SN BKN023 M08/M14 A3022 RMK AO2 SNB24 P0000 T10781144,M
MKE,2025-01-03 17:34,18.00,6.00,58.79,290.00,13.00,T,30.22,M,9.00,21.00,BKN,M,M,M,2300.00,M,M,M,M,M,M,M,M,M,M,3.63,KMKE 031734Z 29013G21KT 9SM BKN023 M08/M14 A3022 RMK AO2 SNB24E34 P0000 T10781144,M
MKE,2025-01-03 17:52,18.00,6.00,58.79,310.00,14.00,T,30.21,1024.40,10.00,20.00,BKN,M,M,M,2400.00,M,M,M,M,M,M,M,M,M,M,3.12,KMKE 031752Z 31014G20KT 10SM BKN024 M08/M14 A3021 RMK AO2 SNB24E34 SLP244 P0000 60000 T10781144 11067 21083 50001,M
MKE,2025-01-03 17:59,18.00,6.00,58.79,290.00,14.00,T,30.21,M,10.00,M,OVC,M,M,M,2400.00,M,M,M,-SN,M,M,M,M,M,M,3.12,KMKE 031759Z 29014KT 10SM -SN OVC024 M08/M14 A3021 RMK AO2 SNB59 P0000 T10781144,M
MKE,2025-01-03 18:12,18.00,6.00,58.79,290.00,13.00,T,30.21,M,9.00,22.00,OVC,M,M,M,2400.00,M,M,M,M,M,M,M,M,M,M,3.63,KMKE 031812Z 29013G22KT 9SM OVC024 M08/M14 A3021 RMK AO2 SNB1759E11 P0000 T10781144,M
MKE,2025-01-03 18:52,18.00,6.00,58.79,310.00,13.00,T,30.21,1024.40,10.00,21.00,OVC,M,M,M,2400.00,M,M,M,M,M,M,M,M,M,M,3.63,KMKE 031852Z 31013G21KT 10SM OVC024 M08/M14 A3021 RMK AO2 SNB1759E11 SLP244 P0000 T10781144,M
MKE,2025-01-03 19:52,18.00,6.00,58.79,290.00,16.00,T,30.22,1024.60,9.00,24.00,OVC,M,M,M,2400.00,M,M,M,-SN,M,M,M,M,M,M,2.17,KMKE 031952Z 29016G24KT 9SM -SN OVC024 M08/M14 A3022 RMK AO2 SNB46 SLP246 P0000 T10781144,M
MKE,2025-01-03 20:16,18.00,5.00,56.16,320.00,11.00,T,30.22,M,9.00,21.00,OVC,M,M,M,2400.00,M,M,M,M,M,M,M,M,M,M,4.77,KMKE 032016Z 32011G21KT 9SM OVC024 M08/M15 A3022 RMK AO2 SNE14 P0000 T10781150,M
MKE,2025-01-03 20:48,19.40,6.80,57.41,290.00,12.00,T,30.23,M,10.00,22.00,SCT,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,5.97,KMKE 032048Z 29012G22KT 10SM SCT025 M07/M14 A3023 RMK AO2 SNE14 P0000,M
MKE,2025-01-03 20:52,19.00,5.00,53.80,300.00,15.00,T,30.23,1024.90,10.00,25.00,SCT,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,3.93,KMKE 032052Z 30015G25KT 10SM SCT025 M07/M15 A3023 RMK AO2 SNE14 SLP249 P0000 60000 T10721150 51005,M
MKE,2025-01-03 21:52,20.00,5.00,51.55,280.00,11.00,0.00,30.23,1024.90,10.00,19.00,FEW,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,7.30,KMKE 032152Z 28011G19KT 10SM FEW025 M07/M15 A3023 RMK AO2 SLP249 T10671150,M
MKE,2025-01-03 22:52,19.00,5.00,53.80,290.00,9.00,0.00,30.25,1025.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,7.35,KMKE 032252Z 29009KT 10SM CLR M07/M15 A3025 RMK AO2 SLP256 T10721150,M
MKE,2025-01-03 23:52,19.00,5.00,53.80,300.00,8.00,0.00,30.26,1026.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,8.10,KMKE 032352Z 30008KT 10SM CLR M07/M15 A3026 RMK AO2 SLP260 60000 T10721150 11067 21083 53009,M
MKE,2025-01-04 00:52,19.00,4.00,51.39,300.00,9.00,0.00,30.25,1025.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,7.35,KMKE 040052Z 30009KT 10SM CLR M07/M16 A3025 RMK AO2 SLP258 T10721156,M
MKE,2025-01-04 01:52,19.00,3.00,49.07,300.00,11.00,0.00,30.26,1026.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,6.04,KMKE 040152Z 30011KT 10SM CLR M07/M16 A3026 RMK AO2 SLP261 T10721161,M
MKE,2025-01-04 02:52,18.00,1.00,46.68,310.00,11.00,0.00,30.26,1026.20,10.00,22.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,4.77,KMKE 040252Z 31011G22KT 10SM CLR M08/M17 A3026 RMK AO2 SLP262 T10781172 53002,M
MKE,2025-01-04 03:52,17.00,1.00,48.74,320.00,16.00,0.00,30.26,1026.20,10.00,25.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.87,KMKE 040352Z 32016G25KT 10SM CLR M08/M17 A3026 RMK AO2 SLP262 T10831172,M
MKE,2025-01-04 04:52,16.00,1.00,50.90,320.00,12.00,0.00,30.27,1026.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1.64,KMKE 040452Z 32012KT 10SM CLR M09/M17 A3027 RMK AO2 SLP265 T10891172,M
MKE,2025-01-04 05:52,15.00,1.00,53.16,320.00,13.00,0.00,30.27,1026.50,10.00,21.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-0.21,KMKE 040552Z 32013G21KT 10SM CLR M09/M17 A3027 RMK AO2 SLP265 T10941172 11072 21094 410501094 53003,M
MKE,2025-01-04 06:52,14.00,1.00,55.54,330.00,14.00,0.00,30.27,1026.50,10.00,23.00,FEW,M,M,M,3100.00,M,M,M,M,M,M,M,M,M,M,-2.04,KMKE 040652Z 33014G23KT 10SM FEW031 M10/M17 A3027 RMK AO2 SLP265 T11001172,M
MKE,2025-01-04 07:52,13.00,1.00,58.03,300.00,11.00,0.00,30.28,1026.80,10.00,19.00,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,-1.54,KMKE 040752Z 30011G19KT 10SM FEW030 M11/M17 A3028 RMK AO2 SLP268 T11061172,M
MKE,2025-01-04 08:52,12.00,0.00,57.88,310.00,13.00,0.00,30.29,1027.20,10.00,19.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-4.05,KMKE 040852Z 31013G19KT 10SM CLR M11/M18 A3029 RMK AO2 SLP272 T11111178 53006,M
MKE,2025-01-04 09:52,11.00,-1.00,57.72,320.00,14.00,0.00,30.30,1027.50,10.00,24.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-5.91,KMKE 040952Z 32014G24KT 10SM CLR M12/M18 A3030 RMK AO2 SLP275 T11171183,M
MKE,2025-01-04 10:52,10.00,-1.00,60.36,300.00,15.00,0.00,30.30,1027.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-7.74,KMKE 041052Z 30015KT 10SM CLR M12/M18 A3030 RMK AO2 SLP275 T11221183,M
MKE,2025-01-04 11:52,9.00,-2.00,60.21,300.00,13.00,0.00,30.30,1027.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-7.90,KMKE 041152Z 30013KT 10SM CLR M13/M19 A3030 RMK AO2 SLP278 T11281189 11094 21128 51005,M
MKE,2025-01-04 12:52,9.00,-2.00,60.21,300.00,13.00,0.00,30.30,1027.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-7.90,KMKE 041252Z 30013KT 10SM CLR M13/M19 A3030 RMK AO2 SLP276 T11281189,M
MKE,2025-01-04 13:52,9.00,-2.00,60.21,300.00,13.00,0.00,30.30,1027.50,10.00,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,-7.90,KMKE 041352Z 30013KT 10SM FEW030 M13/M19 A3030 RMK AO2 SLP275 T11281189,M
MKE,2025-01-04 14:52,10.00,-3.00,54.90,300.00,13.00,0.00,30.31,1027.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-6.62,KMKE 041452Z 30013KT 10SM CLR M12/M19 A3031 RMK AO2 SLP279 T11221194 53001,M
MKE,2025-01-04 15:52,12.00,-3.00,50.23,280.00,14.00,0.00,30.31,1027.90,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,-4.62,KMKE 041552Z 28014KT 10SM FEW250 M11/M19 A3031 RMK AO2 SLP279 T11111194,M
MKE,2025-01-04 16:52,15.00,-3.00,44.02,290.00,14.00,0.00,30.30,1027.40,10.00,19.00,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,-0.75,KMKE 041652Z 29014G19KT 10SM FEW250 M09/M19 A3030 RMK AO2 SLP274 T10941194,M
MKE,2025-01-04 17:52,18.00,-3.00,38.66,300.00,11.00,0.00,30.28,1027.00,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,4.77,KMKE 041752Z 30011KT 10SM FEW250 M08/M19 A3028 RMK AO2 SLP270 T10781194 11078 21128 58008,M
MKE,2025-01-04 18:52,20.00,-2.00,37.21,300.00,12.00,0.00,30.26,1026.30,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,6.73,KMKE 041852Z 30012KT 10SM FEW250 M07/M19 A3026 RMK AO2 SLP263 T10671189,M
MKE,2025-01-04 19:52,21.00,-3.00,34.01,280.00,11.00,0.00,30.25,1025.80,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,8.57,KMKE 041952Z 28011KT 10SM FEW250 M06/M19 A3025 RMK AO2 SLP258 T10611194,M
MKE,2025-01-04 20:52,22.00,-3.00,32.60,290.00,11.00,0.00,30.25,1025.90,10.00,17.00,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,9.83,KMKE 042052Z 29011G17KT 10SM SCT250 M06/M19 A3025 RMK AO2 SLP259 T10561194 55010,M
MKE,2025-01-04 21:52,20.00,-4.00,33.83,290.00,9.00,0.00,30.26,1026.10,10.00,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,8.59,KMKE 042152Z 29009KT 10SM BKN250 M07/M20 A3026 RMK AO2 SLP261 T10671200,M
MKE,2025-01-04 22:52,19.00,-3.00,37.03,290.00,10.00,0.00,30.26,1026.10,10.00,17.00,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,6.67,KMKE 042252Z 29010G17KT 10SM SCT250 M07/M19 A3026 RMK AO2 SLP261 T10721194,M
MKE,2025-01-04 23:52,18.00,-3.00,38.66,270.00,7.00,0.00,30.27,1026.40,10.00,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,7.71,KMKE 042352Z 27007KT 10SM SCT250 M08/M19 A3027 RMK AO2 SLP264 T10781194 11056 21078 53004,M
MKE,2025-01-05 00:52,17.00,-3.00,40.36,280.00,9.00,0.00,30.27,1026.50,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,4.86,KMKE 050052Z 28009KT 10SM FEW250 M08/M19 A3027 RMK AO2 SLP265 T10831194,M
MKE,2025-01-05 01:52,17.00,-4.00,38.48,290.00,9.00,0.00,30.26,1026.30,10.00,18.00,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,4.86,KMKE 050152Z 29009G18KT 10SM SCT250 M08/M20 A3026 RMK AO2 SLP263 T10831200 $,M
MKE,2025-01-05 02:52,16.00,-5.00,38.30,300.00,13.00,0.00,30.25,1025.90,10.00,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,1.07,KMKE 050252Z 30013KT 10SM SCT250 M09/M21 A3025 RMK AO2 SLP259 T10891206 58005 $,M
MKE,2025-01-05 03:52,15.00,-5.00,40.00,310.00,11.00,0.00,30.26,1026.20,10.00,18.00,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,0.98,KMKE 050352Z 31011G18KT 10SM BKN250 M09/M21 A3026 RMK AO2 SLP262 T10941206 $,M
MKE,2025-01-05 04:52,14.00,-5.00,41.79,310.00,8.00,0.00,30.27,1026.50,10.00,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,1.94,KMKE 050452Z 31008KT 10SM SCT250 M10/M21 A3027 RMK AO2 SLP265 T11001206 $,M
MKE,2025-01-05 05:52,14.00,-7.00,37.94,300.00,7.00,0.00,30.26,1026.30,10.00,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,2.84,KMKE 050552Z 30007KT 10SM BKN250 M10/M22 A3026 RMK AO2 SLP263 T11001217 11078 21100 410561128 50005 $,M
MKE,2025-01-05 06:52,13.00,-7.00,39.65,300.00,9.00,0.00,30.25,1025.80,10.00,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,-0.11,KMKE 050652Z 30009KT 10SM BKN250 M11/M22 A3025 RMK AO2 SLP258 T11061217 $,M
MKE,2025-01-05 07:52,13.00,-7.00,39.65,300.00,10.00,0.00,30.25,1026.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-0.86,KMKE 050752Z 30010KT 10SM CLR M11/M22 A3025 RMK AO2 SLP260 T11061217 $,M
MKE,2025-01-05 08:52,12.00,-8.00,39.47,290.00,8.00,0.00,30.26,1026.30,10.00,M,SCT,BKN,M,M,20000.00,24000.00,M,M,M,M,M,M,M,M,M,-0.52,KMKE 050852Z 29008KT 10SM SCT200 BKN240 M11/M22 A3026 RMK AO2 SLP263 T11111222 55001 $,M
MKE,2025-01-05 09:52,12.00,-8.00,39.47,300.00,8.00,0.00,30.26,1026.20,10.00,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,-0.52,KMKE 050952Z 30008KT 10SM BKN250 M11/M22 A3026 RMK AO2 SLP262 T11111222 $,M
MKE,2025-01-05 10:52,11.00,-8.00,41.26,300.00,8.00,0.00,30.26,1026.00,10.00,M,BKN,M,M,M,22000.00,M,M,M,M,M,M,M,M,M,M,-1.76,KMKE 051052Z 30008KT 10SM BKN220 M12/M22 A3026 RMK AO2 SLP260 T11171222 $,M
MKE,2025-01-05 11:52,10.00,-8.00,43.14,300.00,7.00,0.00,30.25,1026.10,10.00,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,-2.04,KMKE 051152Z 30007KT 10SM BKN250 M12/M22 A3025 RMK AO2 SLP261 T11221222 11100 21122 57002 $,M
MKE,2025-01-05 12:52,9.00,-8.00,45.12,310.00,8.00,0.00,30.25,1026.00,10.00,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,-4.22,KMKE 051252Z 31008KT 10SM BKN250 M13/M22 A3025 RMK AO2 SLP260 T11281222 $,M
MKE,2025-01-05 13:52,9.00,-7.00,47.37,300.00,8.00,0.00,30.25,1026.00,10.00,M,SCT,BKN,M,M,21000.00,25000.00,M,M,M,M,M,M,M,M,M,-4.22,KMKE 051352Z 30008KT 10SM SCT210 BKN250 M13/M22 A3025 RMK AO2 SLP260 T11281217 $,M
MKE,2025-01-05 14:52,10.00,-7.00,45.29,310.00,6.00,0.00,30.25,1026.00,10.00,M,FEW,BKN,M,M,22000.00,25000.00,M,M,M,M,M,M,M,M,M,-0.97,KMKE 051452Z 31006KT 10SM FEW220 BKN250 M12/M22 A3025 RMK AO2 SLP260 T11221217 56001 $,M
MKE,2025-01-05 15:52,13.00,-5.00,43.67,310.00,10.00,0.00,30.25,1025.90,10.00,M,FEW,BKN,M,M,22000.00,25000.00,M,M,M,M,M,M,M,M,M,-0.86,KMKE 051552Z 31010KT 10SM FEW220 BKN250 M11/M21 A3025 RMK AO2 SLP259 T11061206 $,M
MKE,2025-01-05 16:52,15.00,-4.00,41.97,340.00,7.00,0.00,30.25,1025.80,10.00,M,FEW,BKN,M,M,22000.00,25000.00,M,M,M,M,M,M,M,M,M,4.06,KMKE 051652Z 34007KT 10SM FEW220 BKN250 M09/M20 A3025 RMK AO2 SLP258 T10941200 $,M
MKE,2025-01-05 17:52,16.00,-3.00,42.15,350.00,5.00,0.00,30.23,1025.00,10.00,M,FEW,FEW,BKN,M,3000.00,22000.00,25000.00,M,M,M,M,M,M,M,M,7.39,KMKE 051752Z 35005KT 10SM FEW030 FEW220 BKN250 M09/M19 A3023 RMK AO2 SLP250 T10891194 11089 21128 58008 $,M
MKE,2025-01-05 18:52,17.00,-1.00,44.37,350.00,6.00,0.00,30.20,1024.00,10.00,M,FEW,SCT,OVC,M,3000.00,22000.00,25000.00,M,M,M,M,M,M,M,M,7.46,KMKE 051852Z 35006KT 10SM FEW030 SCT220 OVC250 M08/M18 A3020 RMK AO2 SLP240 T10831183 $,M
MKE,2025-01-05 19:52,18.00,0.00,44.55,330.00,4.00,0.00,30.18,1023.30,10.00,M,FEW,SCT,OVC,M,3000.00,20000.00,24000.00,M,M,M,M,M,M,M,M,11.07,KMKE 051952Z 33004KT 10SM FEW030 SCT200 OVC240 M08/M18 A3018 RMK AO2 SLP233 T10781178 $,M
MKE,2025-01-05 20:52,18.00,1.00,46.68,10.00,8.00,0.00,30.15,1022.30,10.00,M,FEW,SCT,BKN,M,3000.00,21000.00,25000.00,M,M,M,M,M,M,M,M,6.87,KMKE 052052Z 01008KT 10SM FEW030 SCT210 BKN250 M08/M17 A3015 RMK AO2 SLP223 T10781172 56026,M
MKE,2025-01-05 21:52,18.00,5.00,56.16,360.00,9.00,0.00,30.15,1022.50,10.00,M,FEW,SCT,OVC,M,3000.00,20000.00,25000.00,M,M,M,M,M,M,M,M,6.11,KMKE 052152Z 36009KT 10SM FEW030 SCT200 OVC250 M08/M15 A3015 RMK AO2 SLP225 T10781150,M
MKE,2025-01-05 22:33,18.00,5.00,56.16,350.00,7.00,0.00,30.14,M,10.00,M,BKN,OVC,M,M,2000.00,25000.00,M,M,M,M,M,M,M,M,M,7.71,KMKE 052233Z 35007KT 10SM BKN020 OVC250 M08/M15 A3014 RMK AO2 T10781150,M
MKE,2025-01-05 22:52,18.00,5.00,56.16,340.00,9.00,0.00,30.14,1022.10,10.00,M,BKN,OVC,M,M,1700.00,25000.00,M,M,M,M,M,M,M,M,M,6.11,KMKE 052252Z 34009KT 10SM BKN017 OVC250 M08/M15 A3014 RMK AO2 SLP221 T10781150,M
MKE,2025-01-05 23:52,19.00,7.00,58.94,350.00,11.00,0.00,30.14,1021.90,10.00,M,OVC,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,6.04,KMKE 052352Z 35011KT 10SM OVC016 M07/M14 A3014 RMK AO2 SLP219 T10721139 11072 21089 58004,M
MKE,2025-01-06 00:52,19.00,8.00,61.66,350.00,10.00,T,30.13,1022.00,10.00,M,OVC,M,M,M,1500.00,M,M,M,-SN,M,M,M,M,M,M,6.67,KMKE 060052Z 35010KT 10SM -SN OVC015 M07/M13 A3013 RMK AO2 SNB48 SLP220 P0000 T10721133,M
MKE,2025-01-06 01:11,19.00,9.00,64.50,350.00,11.00,T,30.12,M,9.00,M,OVC,M,M,M,1400.00,M,M,M,-SN,M,M,M,M,M,M,6.04,KMKE 060111Z 35011KT 9SM -SN OVC014 M07/M13 A3012 RMK AO2 P0000 T10721128,M
MKE,2025-01-06 01:52,20.00,11.00,67.58,350.00,11.00,T,30.13,1021.60,9.00,M,OVC,M,M,M,1300.00,M,M,M,-SN,M,M,M,M,M,M,7.30,KMKE 060152Z 35011KT 9SM -SN OVC013 M07/M12 A3013 RMK AO2 SLP216 P0000 T10671117,M
MKE,2025-01-06 02:52,21.00,12.00,67.71,340.00,11.00,T,30.14,1022.20,9.00,M,OVC,M,M,M,1400.00,M,M,M,-SN,M,M,M,M,M,M,8.57,KMKE 060252Z 34011KT 9SM -SN OVC014 M06/M11 A3014 RMK AO2 SLP222 P0000 60000 T10611111 53002,M
MKE,2025-01-06 03:52,21.00,14.00,73.94,350.00,13.00,T,30.12,1021.30,9.00,21.00,OVC,M,M,M,1400.00,M,M,M,-SN,M,M,M,M,M,M,7.48,KMKE 060352Z 35013G21KT 9SM -SN OVC014 M06/M10 A3012 RMK AO2 SLP213 P0000 T10611100,M
MKE,2025-01-06 04:23,21.00,14.00,73.94,350.00,13.00,T,30.12,M,8.00,23.00,OVC,M,M,M,1500.00,M,M,M,-SN,M,M,M,M,M,M,7.48,KMKE 060423Z 35013G23KT 8SM -SN OVC015 M06/M10 A3012 RMK AO2 P0000 T10611100,M
MKE,2025-01-06 04:52,21.00,14.00,73.94,350.00,10.00,T,30.11,1021.10,5.00,M,OVC,M,M,M,1500.00,M,M,M,-SN,M,M,M,M,M,M,9.17,KMKE 060452Z 35010KT 5SM -SN OVC015 M06/M10 A3011 RMK AO2 SLP211 P0000 T10611100,M
MKE,2025-01-06 05:09,21.00,14.00,73.94,350.00,15.00,T,30.12,M,6.00,19.00,OVC,M,M,M,1400.00,M,M,M,-SN,M,M,M,M,M,M,6.52,KMKE 060509Z 35015G19KT 6SM -SN OVC014 M06/M10 A3012 RMK AO2 P0000 T10611100,M
MKE,2025-01-06 05:30,21.00,14.00,73.94,340.00,13.00,T,30.11,M,5.00,20.00,BKN,OVC,M,M,1600.00,2200.00,M,M,-SN,M,M,M,M,M,M,7.48,KMKE 060530Z 34013G20KT 5SM -SN BKN016 OVC022 M06/M10 A3011 RMK AO2 P0000 T10611100,M
MKE,2025-01-06 05:50,21.20,14.00,73.32,340.00,12.00,T,30.11,M,2.50,M,BKN,OVC,M,M,1800.00,2400.00,M,M,-SN,M,M,M,M,M,M,8.26,KMKE 060550Z 34012KT 2 1/2SM -SN BKN018 OVC024 M06/M10 A3011 RMK AO2 VIS 2V4 P0000,M
MKE,2025-01-06 05:52,21.00,14.00,73.94,340.00,11.00,T,30.11,1020.90,3.00,M,BKN,OVC,M,M,1800.00,2300.00,M,M,-SN,M,M,M,M,M,M,8.57,KMKE 060552Z 34011KT 3SM -SN BKN018 OVC023 M06/M10 A3011 RMK AO2 SLP209 P0000 60000 T10611100 11056 21072 410221128 56003,M
MKE,2025-01-06 06:52,21.00,14.00,73.94,340.00,13.00,0.01,30.08,1020.00,9.00,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,7.48,KMKE 060652Z 34013KT 9SM OVC015 M06/M10 A3008 RMK AO2 SNE51 SLP200 P0001 T10611100,M
MKE,2025-01-06 07:52,22.00,14.00,70.88,340.00,12.00,0.00,30.08,1019.90,10.00,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,9.27,KMKE 060752Z 34012KT 10SM OVC015 M06/M10 A3008 RMK AO2 SLP199 T10561100,M
MKE,2025-01-06 08:52,21.00,15.00,77.25,340.00,12.00,0.00,30.08,1020.00,10.00,M,OVC,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,8.00,KMKE 060852Z 34012KT 10SM OVC016 M06/M09 A3008 RMK AO2 SLP200 60001 T10611094 55009,M
MKE,2025-01-06 09:52,22.00,15.00,74.05,330.00,14.00,0.00,30.07,1019.70,10.00,23.00,OVC,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,8.27,KMKE 060952Z 33014G23KT 10SM OVC017 M06/M09 A3007 RMK AO2 SLP197 T10561094,M
MKE,2025-01-06 10:08,22.00,15.00,74.05,340.00,10.00,T,30.07,M,8.00,M,OVC,M,M,M,1700.00,M,M,M,-SN,M,M,M,M,M,M,10.43,KMKE 061008Z 34010KT 8SM -SN OVC017 M06/M09 A3007 RMK AO2 SNB08 P0000 T10561094,M
MKE,2025-01-06 10:52,22.00,16.00,77.34,340.00,12.00,T,30.07,1019.70,9.00,M,OVC,M,M,M,1900.00,M,M,M,-SN,M,M,M,M,M,M,9.27,KMKE 061052Z 34012KT 9SM -SN OVC019 M06/M09 A3007 RMK AO2 SNB08 SLP197 P0000 T10561089,M
MKE,2025-01-06 11:52,24.00,18.00,77.53,340.00,12.00,T,30.08,1019.80,7.00,19.00,BKN,OVC,M,M,1700.00,2200.00,M,M,-SN,M,M,M,M,M,M,11.82,KMKE 061152Z 34012G19KT 7SM -SN BKN017 OVC022 M04/M08 A3008 RMK AO2 SLP198 P0000 60001 70001 T10441078 11044 21067 55000,M
MKE,2025-01-06 12:30,24.00,19.00,80.93,340.00,11.00,T,30.09,M,1.00,M,BKN,OVC,M,M,1600.00,2100.00,M,M,-SN,M,M,M,M,M,M,12.36,KMKE 061230Z 34011KT 1SM R01L/P6000FT -SN BKN016 OVC021 M04/M07 A3009 RMK AO2 SFC VIS 3 P0000 T10441072,M
MKE,2025-01-06 12:52,24.00,20.00,84.46,340.00,12.00,0.01,30.09,1020.30,1.00,20.00,BKN,OVC,M,M,1500.00,1900.00,M,M,-SN BR,M,M,M,M,M,M,11.82,KMKE 061252Z 34012G20KT 1SM R01L/P6000FT -SN BR BKN015 OVC019 M04/M07 A3009 RMK AO2 SFC VIS 3 SLP203 P0001 T10441067,M
MKE,2025-01-06 13:52,25.00,20.00,81.01,340.00,16.00,T,30.11,1020.80,1.00,23.00,BKN,BKN,BKN,M,1500.00,2000.00,3000.00,M,-SN,M,M,M,M,M,M,11.29,KMKE 061352Z 34016G23KT 1SM R01L/P6000FT -SN BKN015 BKN020 BKN030 M04/M07 A3011 RMK AO2 SFC VIS 7 SLP208 P0000 T10391067,M
MKE,2025-01-06 14:07,25.00,20.00,81.01,350.00,13.00,T,30.12,M,1.00,24.00,BKN,BKN,BKN,M,1300.00,2300.00,3700.00,M,-SN,M,M,M,M,M,M,12.60,KMKE 061407Z 35013G24KT 1SM R01L/P6000FT -SN BKN013 BKN023 BKN037 M04/M07 A3012 RMK AO2 SFC VIS 5 P0000 T10391067,M
MKE,2025-01-06 14:31,25.00,21.00,84.53,350.00,12.00,T,30.13,M,2.00,21.00,BKN,BKN,BKN,M,1300.00,2700.00,3200.00,M,-SN BR,M,M,M,M,M,M,13.09,KMKE 061431Z 35012G21KT 2SM -SN BR BKN013 BKN027 BKN032 M04/M06 A3013 RMK AO2 P0000 T10391061,M
MKE,2025-01-06 14:44,26.00,21.00,81.09,350.00,13.00,0.01,30.13,M,5.00,21.00,BKN,BKN,BKN,M,1400.00,2700.00,3200.00,M,-SN,M,M,M,M,M,M,13.88,KMKE 061444Z 35013G21KT 5SM -SN BKN014 BKN027 BKN032 M03/M06 A3013 RMK AO2 P0001 T10331061,M
MKE,2025-01-06 14:50,26.60,21.20,79.77,350.00,14.00,M,30.13,M,2.00,22.94,BKN,BKN,OVC,M,1400.00,2700.00,3198.00,M,-SN,M,M,M,M,M,M,14.20,SPECI KMKE 061450Z 35014G23KT 2SM -SN BKN014 BKN027 OVC032 M03/M06 A3013 RMK AO2 P0001 FIBI (CTR),M
